symbol,timestamp,expiration,expiration_date,strike,contractType,bid,ask,last,open_interest,volume,delta,gamma,theta,vega,rho,implied_volatility
CEG,2025-08-11 07:58:18.205399,20250829,2025-08-29,357.5,PUT,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
CEG,2025-08-11 07:58:18.205399,20250829,2025-08-29,360.0,PUT,28.1,29.8,25.65,1,0,-0.74,0.01,-0.297,0.247,-0.143,44.441
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,290.0,CALL,46.8,50.9,0.0,0,0,0.896,0.004,-0.123,0.155,0.105,44.948
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,295.0,CALL,43.1,45.4,63.65,7,0,0.869,0.005,-0.151,0.186,0.119,45.223
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,300.0,CALL,39.2,41.2,39.1,3,0,0.839,0.006,-0.175,0.215,0.127,44.988
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,305.0,CALL,35.0,37.9,0.0,0,0,0.806,0.007,-0.197,0.243,0.132,44.341
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,310.0,CALL,31.3,33.2,34.48,5,0,0.769,0.008,-0.216,0.27,0.134,43.604
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,315.0,CALL,27.3,30.2,28.35,3,0,0.726,0.009,-0.237,0.296,0.133,43.235
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,320.0,CALL,23.5,26.6,27.19,5,0,0.68,0.009,-0.254,0.318,0.13,42.785
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,325.0,CALL,20.8,22.3,23.0,2,0,0.631,0.01,-0.266,0.336,0.124,42.216
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,330.0,CALL,18.7,20.0,19.15,24,0,0.578,0.011,-0.274,0.348,0.117,41.792
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,335.0,CALL,15.0,16.6,18.63,12,0,0.524,0.011,-0.278,0.355,0.108,41.473
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,340.0,CALL,13.4,14.0,14.05,17,0,0.476,0.01,-0.301,0.355,0.099,44.649
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,345.0,CALL,11.2,11.8,14.03,25,0,0.426,0.01,-0.294,0.349,0.09,44.158
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,350.0,CALL,7.6,9.9,9.64,31,0,0.367,0.01,-0.264,0.336,0.079,41.312
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,355.0,CALL,7.6,8.3,9.8,8,0,0.331,0.009,-0.268,0.323,0.071,43.565
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,360.0,CALL,6.2,6.8,8.4,8,0,0.286,0.009,-0.25,0.303,0.062,43.235
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,365.0,CALL,4.6,5.7,6.0,11,0,0.243,0.008,-0.226,0.279,0.053,42.528
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,370.0,CALL,2.2,4.5,4.8,37,0,0.184,0.008,-0.177,0.238,0.041,39.124
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,375.0,CALL,1.15,3.7,3.6,54,0,0.145,0.007,-0.147,0.204,0.032,38.114
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,380.0,CALL,1.55,3.1,3.7,6,0,0.134,0.006,-0.148,0.192,0.03,40.582
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,385.0,CALL,1.9,2.4,2.52,3,0,0.121,0.005,-0.145,0.179,0.027,42.486
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,290.0,PUT,1.65,2.4,1.77,5,0,-0.101,0.004,-0.139,0.158,-0.025,44.948
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,295.0,PUT,2.55,3.0,2.75,11,0,-0.13,0.005,-0.168,0.189,-0.033,45.223
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,300.0,PUT,3.4,3.8,3.46,25,0,-0.161,0.006,-0.194,0.218,-0.041,44.988
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,305.0,PUT,4.3,4.7,4.78,14,0,-0.194,0.007,-0.216,0.245,-0.049,44.341
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,310.0,PUT,5.3,5.8,5.8,14,0,-0.231,0.008,-0.236,0.271,-0.059,43.604
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,315.0,PUT,6.7,7.1,6.6,120,0,-0.274,0.009,-0.256,0.297,-0.07,43.235
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,320.0,PUT,8.1,8.8,7.4,6,0,-0.32,0.009,-0.273,0.319,-0.082,42.785
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,325.0,PUT,9.9,10.5,8.4,55,0,-0.369,0.01,-0.285,0.336,-0.095,42.216
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,330.0,PUT,12.0,12.5,11.25,14,0,-0.421,0.01,-0.294,0.348,-0.108,41.792
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,335.0,PUT,14.2,15.0,13.43,5,0,-0.475,0.011,-0.298,0.354,-0.123,41.473
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,340.0,PUT,16.7,17.4,19.41,6,0,-0.523,0.01,-0.321,0.355,-0.137,44.649
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,345.0,PUT,19.4,20.2,0.0,0,0,-0.573,0.01,-0.314,0.349,-0.151,44.158
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,350.0,PUT,22.5,23.3,21.6,7,0,-0.631,0.01,-0.284,0.336,-0.166,41.312
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,355.0,PUT,24.7,27.4,21.85,0,0,-0.668,0.009,-0.289,0.323,-0.178,43.565
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,360.0,PUT,28.3,30.9,0.0,0,0,-0.712,0.009,-0.271,0.303,-0.191,43.235
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,365.0,PUT,32.6,34.7,0.0,0,0,-0.756,0.008,-0.247,0.279,-0.204,42.528
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,370.0,PUT,36.7,38.8,0.0,0,0,-0.814,0.008,-0.197,0.238,-0.22,39.124
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,375.0,PUT,40.9,43.0,0.0,0,0,-0.853,0.007,-0.168,0.204,-0.232,38.114
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,380.0,PUT,45.4,47.2,0.0,0,0,-0.865,0.006,-0.169,0.192,-0.238,40.582
CEG,2025-08-11 07:58:18.205399,20250905,2025-09-05,385.0,PUT,49.4,52.1,0.0,0,0,-0.878,0.005,-0.165,0.179,-0.244,42.486
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,177.5,CALL,23.2,24.85,24.21,187,0,0.973,0.005,-0.092,0.015,0.022,58.846
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,180.0,CALL,21.7,21.95,21.75,12499,0,0.965,0.006,-0.107,0.018,0.022,55.729
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,182.5,CALL,19.2,19.8,19.3,622,0,0.952,0.008,-0.13,0.023,0.022,53.116
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,185.0,CALL,16.8,17.05,16.9,9621,0,0.935,0.011,-0.159,0.029,0.022,50.491
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,187.5,CALL,14.45,14.65,14.42,1129,0,0.91,0.015,-0.193,0.037,0.022,47.971
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,190.0,CALL,12.2,12.35,12.35,20362,0,0.874,0.02,-0.241,0.048,0.021,46.12
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,192.5,CALL,9.95,10.2,10.08,3128,0,0.824,0.025,-0.291,0.06,0.02,44.221
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,195.0,CALL,8.0,8.1,8.05,16878,0,0.757,0.032,-0.346,0.072,0.019,42.806
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,197.5,CALL,6.2,6.3,6.25,4612,0,0.671,0.037,-0.395,0.083,0.017,42.035
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,200.0,CALL,4.65,4.75,4.7,39056,0,0.572,0.041,-0.425,0.09,0.014,41.556
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,202.5,CALL,3.4,3.5,3.4,18387,0,0.469,0.04,-0.442,0.091,0.012,42.763
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,205.0,CALL,2.45,2.55,2.45,30235,0,0.373,0.038,-0.422,0.087,0.009,43.355
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,207.5,CALL,1.7,1.75,1.69,12589,0,0.285,0.034,-0.372,0.078,0.007,43.365
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,210.0,CALL,1.17,1.18,1.18,21250,0,0.211,0.029,-0.313,0.066,0.005,43.757
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,212.5,CALL,0.78,0.8,0.8,5151,0,0.153,0.023,-0.252,0.054,0.004,44.328
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,215.0,CALL,0.52,0.55,0.53,13873,0,0.109,0.018,-0.197,0.043,0.003,45.209
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,217.5,CALL,0.34,0.37,0.36,793,0,0.076,0.014,-0.149,0.033,0.002,45.972
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,220.0,CALL,0.24,0.25,0.24,26461,0,0.054,0.01,-0.114,0.025,0.001,47.202
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,222.5,CALL,0.15,0.2,0.13,385,0,0.04,0.008,-0.088,0.02,0.001,48.706
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,225.0,CALL,0.09,0.1,0.09,7833,0,0.023,0.005,-0.053,0.013,0.001,47.938
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,177.5,PUT,0.14,0.15,0.14,5032,0,-0.027,0.005,-0.076,0.015,-0.001,58.846
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,180.0,PUT,0.18,0.19,0.19,15693,0,-0.036,0.006,-0.092,0.018,-0.001,55.729
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,182.5,PUT,0.24,0.26,0.26,2180,0,-0.048,0.008,-0.115,0.023,-0.001,53.116
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,185.0,PUT,0.33,0.35,0.34,14253,0,-0.066,0.011,-0.143,0.029,-0.002,50.491
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,187.5,PUT,0.46,0.48,0.48,3561,0,-0.09,0.015,-0.178,0.037,-0.002,47.971
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,190.0,PUT,0.67,0.7,0.67,20452,0,-0.127,0.02,-0.226,0.048,-0.003,46.12
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,192.5,PUT,0.98,1.0,1.0,5073,0,-0.176,0.025,-0.276,0.06,-0.005,44.221
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,195.0,PUT,1.44,1.47,1.46,13663,0,-0.244,0.032,-0.331,0.072,-0.007,42.806
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,197.5,PUT,2.12,2.18,2.16,8171,0,-0.33,0.037,-0.38,0.083,-0.009,42.035
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,200.0,PUT,3.05,3.15,3.1,3563,0,-0.429,0.041,-0.41,0.09,-0.011,41.556
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,202.5,PUT,4.3,4.4,4.39,1936,0,-0.532,0.04,-0.427,0.091,-0.014,42.763
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,205.0,PUT,5.8,5.95,5.9,831,0,-0.628,0.038,-0.407,0.087,-0.016,43.355
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,207.5,PUT,7.55,7.7,7.61,154,0,-0.716,0.034,-0.358,0.078,-0.018,43.365
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,210.0,PUT,9.5,9.7,9.75,391,0,-0.79,0.029,-0.299,0.066,-0.019,43.757
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,212.5,PUT,10.85,11.9,11.59,52,0,-0.848,0.023,-0.239,0.054,-0.018,44.328
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,215.0,PUT,13.85,14.35,14.39,144,0,-0.89,0.017,-0.188,0.043,-0.017,45.209
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,217.5,PUT,15.7,16.55,16.64,4,0,-0.919,0.012,-0.147,0.033,-0.015,45.972
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,220.0,PUT,18.05,18.95,19.2,21,0,-0.937,0.007,-0.124,0.027,-0.013,47.202
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,222.5,PUT,20.35,21.85,0.0,0,0,-0.945,0.003,-0.06,0.023,-0.01,48.706
GOOGL,2025-08-11 07:58:19.148618,20250815,2025-08-15,225.0,PUT,22.95,24.1,28.9,3,0,-1.0,0.0,0.0,0.0,0.0,47.938
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,177.5,CALL,23.85,25.35,24.35,134,0,0.945,0.007,-0.082,0.04,0.053,45.387
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,180.0,CALL,22.0,22.5,22.15,464,0,0.931,0.008,-0.094,0.048,0.053,43.566
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,182.5,CALL,19.3,20.05,19.85,10,0,0.912,0.011,-0.109,0.058,0.053,42.132
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,185.0,CALL,17.4,17.8,17.44,429,0,0.886,0.013,-0.127,0.07,0.052,40.778
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,187.5,CALL,14.75,15.75,15.3,147,0,0.854,0.016,-0.146,0.083,0.05,39.54
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,190.0,CALL,13.1,13.4,13.25,935,0,0.813,0.019,-0.166,0.097,0.049,38.474
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,192.5,CALL,11.15,11.35,11.15,191,0,0.762,0.023,-0.187,0.112,0.046,37.598
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,195.0,CALL,9.3,9.45,9.4,1474,0,0.702,0.026,-0.206,0.125,0.043,36.964
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,197.5,CALL,7.65,7.8,7.65,523,0,0.634,0.029,-0.219,0.136,0.039,36.307
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,200.0,CALL,6.15,6.3,6.21,4335,0,0.559,0.03,-0.228,0.143,0.034,36.146
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,202.5,CALL,4.9,5.0,4.95,2049,0,0.485,0.029,-0.239,0.144,0.03,37.572
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,205.0,CALL,3.8,3.95,3.85,12786,0,0.412,0.029,-0.232,0.141,0.025,37.422
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,207.5,CALL,2.94,3.05,2.95,4621,0,0.344,0.027,-0.218,0.133,0.021,37.428
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,210.0,CALL,2.22,2.3,2.24,3426,0,0.28,0.025,-0.198,0.122,0.017,37.309
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,212.5,CALL,1.65,1.72,1.67,675,0,0.224,0.022,-0.174,0.108,0.014,37.318
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,215.0,CALL,1.2,1.27,1.2,7033,0,0.175,0.019,-0.149,0.093,0.011,37.332
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,217.5,CALL,0.87,0.93,0.87,90,0,0.135,0.016,-0.125,0.079,0.008,37.483
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,220.0,CALL,0.63,0.67,0.64,2837,0,0.103,0.013,-0.103,0.065,0.006,37.683
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,222.5,CALL,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,225.0,CALL,0.31,0.34,0.31,3007,0,0.057,0.008,-0.065,0.041,0.004,38.028
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,177.5,PUT,0.38,0.41,0.38,119,0,-0.055,0.007,-0.075,0.04,-0.004,45.387
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,180.0,PUT,0.48,0.51,0.5,924,0,-0.069,0.008,-0.086,0.048,-0.005,43.566
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,182.5,PUT,0.63,0.66,0.66,196,0,-0.089,0.011,-0.102,0.058,-0.006,42.132
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,185.0,PUT,0.83,0.86,0.84,1465,0,-0.114,0.013,-0.119,0.07,-0.008,40.778
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,187.5,PUT,1.09,1.14,1.11,234,0,-0.147,0.016,-0.138,0.083,-0.01,39.54
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,190.0,PUT,1.45,1.51,1.5,2137,0,-0.188,0.019,-0.159,0.097,-0.013,38.474
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,192.5,PUT,1.93,2.01,1.99,694,0,-0.238,0.023,-0.179,0.112,-0.016,37.598
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,195.0,PUT,2.58,2.66,2.64,1551,0,-0.299,0.026,-0.198,0.126,-0.02,36.964
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,197.5,PUT,3.35,3.5,3.35,503,0,-0.367,0.029,-0.212,0.136,-0.024,36.307
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,200.0,PUT,4.4,4.55,4.45,653,0,-0.441,0.03,-0.221,0.143,-0.029,36.146
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,202.5,PUT,5.6,5.75,5.7,631,0,-0.516,0.029,-0.232,0.144,-0.034,37.572
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,205.0,PUT,7.05,7.2,7.15,151,0,-0.588,0.029,-0.224,0.141,-0.038,37.422
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,207.5,PUT,8.65,8.8,8.47,49,0,-0.657,0.027,-0.211,0.133,-0.042,37.428
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,210.0,PUT,10.45,10.6,10.56,45,0,-0.721,0.025,-0.19,0.122,-0.044,37.309
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,212.5,PUT,12.4,12.55,12.49,4,0,-0.777,0.022,-0.167,0.108,-0.046,37.318
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,215.0,PUT,14.35,14.65,14.8,6,0,-0.825,0.019,-0.143,0.093,-0.046,37.332
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,217.5,PUT,16.55,17.3,16.7,2,0,-0.864,0.015,-0.12,0.079,-0.045,37.483
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,220.0,PUT,18.8,19.3,19.6,20,0,-0.894,0.012,-0.099,0.065,-0.042,37.683
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,222.5,PUT,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250822,2025-08-22,225.0,PUT,23.35,24.45,44.5,0,0,-0.932,0.006,-0.068,0.044,-0.031,38.028
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,177.5,CALL,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,180.0,CALL,22.55,23.2,22.34,395,0,0.909,0.009,-0.085,0.075,0.083,38.902
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,182.5,CALL,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,185.0,CALL,18.1,19.45,18.05,1624,0,0.858,0.013,-0.109,0.103,0.08,36.964
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,187.5,CALL,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,190.0,CALL,13.95,14.15,13.98,1826,0,0.782,0.018,-0.135,0.135,0.074,35.411
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,192.5,CALL,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,195.0,CALL,10.25,10.4,10.3,4967,0,0.681,0.023,-0.156,0.163,0.065,34.087
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,197.5,CALL,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,200.0,CALL,7.2,7.35,7.2,10941,0,0.557,0.026,-0.167,0.18,0.054,33.226
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,202.5,CALL,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,205.0,CALL,4.8,4.9,4.8,35034,0,0.432,0.025,-0.173,0.18,0.042,34.917
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,207.5,CALL,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,210.0,CALL,2.99,3.1,3.05,6380,0,0.314,0.023,-0.152,0.162,0.031,34.372
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,212.5,CALL,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,215.0,CALL,1.79,1.88,1.83,25453,0,0.214,0.019,-0.124,0.133,0.021,34.216
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,217.5,CALL,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,220.0,CALL,1.03,1.1,1.06,6249,0,0.139,0.014,-0.093,0.101,0.014,34.264
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,222.5,CALL,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,225.0,CALL,0.58,0.63,0.6,854,0,0.086,0.01,-0.066,0.072,0.009,34.535
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,177.5,PUT,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,180.0,PUT,0.77,0.81,0.79,14189,0,-0.092,0.009,-0.077,0.076,-0.01,38.902
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,182.5,PUT,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,185.0,PUT,1.26,1.31,1.28,5475,0,-0.143,0.013,-0.1,0.103,-0.015,36.964
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,187.5,PUT,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,190.0,PUT,2.07,2.14,2.11,5236,0,-0.219,0.018,-0.126,0.135,-0.023,35.411
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,192.5,PUT,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,195.0,PUT,3.3,3.45,3.33,7924,0,-0.32,0.023,-0.147,0.163,-0.034,34.087
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,197.5,PUT,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,200.0,PUT,5.2,5.35,5.19,642,0,-0.444,0.026,-0.158,0.18,-0.047,33.226
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,202.5,PUT,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,205.0,PUT,7.8,7.95,7.75,165,0,-0.57,0.025,-0.165,0.179,-0.059,34.917
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,207.5,PUT,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,210.0,PUT,11.05,11.25,11.15,71,0,-0.688,0.023,-0.144,0.162,-0.069,34.372
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,212.5,PUT,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,215.0,PUT,14.85,15.05,14.86,86,0,-0.787,0.019,-0.116,0.133,-0.073,34.216
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,217.5,PUT,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,220.0,PUT,18.55,19.5,19.45,2,0,-0.862,0.014,-0.086,0.1,-0.071,34.264
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,222.5,PUT,0.0,0.0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
GOOGL,2025-08-11 07:58:19.148618,20250829,2025-08-29,225.0,PUT,23.45,24.1,24.0,2,0,-0.911,0.009,-0.061,0.071,-0.061,34.535
GOOGL,2025-08-11 07:58:19.148618,20250905,2025-09-05,155.0,CALL,46.6,47.55,46.62,5938,0,0.983,0.002,-0.025,0.024,0.107,48.542
GOOGL,2025-08-11 07:58:19.148618,20250905,2025-09-05,160.0,CALL,41.9,43.15,36.56,5,0,0.976,0.002,-0.03,0.031,0.109,45.543
GOOGL,2025-08-11 07:58:19.148618,20250905,2025-09-05,165.0,CALL,36.85,37.9,38.08,7,0,0.966,0.003,-0.037,0.041,0.111,42.753
GOOGL,2025-08-11 07:58:19.148618,20250905,2025-09-05,170.0,CALL,32.0,33.0,32.5,24,0,0.951,0.005,-0.045,0.054,0.113,40.002
GOOGL,2025-08-11 07:58:19.148618,20250905,2025-09-05,175.0,CALL,27.3,28.15,28.18,33,0,0.928,0.007,-0.057,0.074,0.113,37.777
